■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
1299,칼라스 포에버,프랑코 제피렐리,,판씨네마(주),판씨네마(주),2007-12-27,개봉영화,장편,이탈리아,1,"98,471","3,862",0,"3,784",드라마,12세이상관람가,독립/예술영화
1300,헨젤과 그레텔,임필성,(주)바른손이앤에이,,CJ ENM,2007-12-27,개봉영화,장편,한국,0,0,"312,459","216,613,000","83,335",드라마,12세이상관람가,일반영화
1301,기다리다 미쳐,류승진,"블루버스 픽쳐스,(주)아이필름홀딩스",,(주)시네마서비스,2008-01-01,개봉영화,장편,한국,239,"2,725,342,667","422,363","724,091,167","105,705",멜로/로맨스,15세이상관람가,일반영화
1302,더 시크릿,벵상 뻬레,,쌈지아이비젼영상사업단,(주)프라임엔터테인먼트,2008-01-01,개봉영화,장편,프랑스,93,"183,438,000","27,492","68,181,500","9,772",미스터리,15세이상관람가,일반영화
1303,그때 거기 있었습니까?,코르넬리우 포룸보이우,,(주)유레카픽쳐스,(주)이모션픽처스,2008-01-03,개봉영화,장편,루마니아,1,"11,277,000","1,687","10,938,000","1,608",드라마,12세이상관람가,독립/예술영화
1304,그르바비차,야스밀라 즈바니치,,위드시네마,위드시네마,2008-01-03,개봉영화,장편,보스니아,1,"22,129,000","3,238","21,258,000","3,055",드라마,15세이상관람가,독립/예술영화
1305,꿀벌대소동,"스티브 히크너,사이몬 J.스미스",,CJ ENM,CJ ENM,2008-01-03,개봉영화,장편,미국,271,"7,371,537,000","1,240,953","1,699,947,000","275,524",가족,전체관람가,일반영화
1306,MR. 후아유,프랭크 오즈,,필름메신저,필름메신저,2008-01-03,개봉영화,장편,미국,7,"156,714,500","23,626","85,681,000","12,294",코미디,15세이상관람가,독립/예술영화
1307,P.S. 아이 러브 유,리차드 라그라브네스,,(주)쇼박스,(주)쇼박스,2008-01-03,개봉영화,장편,미국,196,"2,119,345,000","315,863","907,912,500","130,126",멜로/로맨스,15세이상관람가,일반영화
1308,그것에 관하여,스티브 앤더슨,,(주)코랄픽쳐스,(주)코랄픽쳐스,2008-01-10,개봉영화,장편,미국,1,"622,755",96,"606,000",94,다큐멘터리,청소년관람불가,일반영화
1309,더 재킷,존 메이버리,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2008-01-10,개봉영화,장편,미국,1,"606,000",94,"231,180,500","33,468",스릴러,15세이상관람가,일반영화
1310,마법에 걸린 사랑,케빈 리마,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-01-10,개봉영화,장편,미국,247,"2,747,631,000","431,376","1,215,109,000","181,961",멜로/로맨스,전체관람가,일반영화
1311,말할 수 없는 비밀,주걸륜,,"(주)엔케이컨텐츠,(주)스폰지이엔티","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티",2008-01-10,개봉영화,장편,대만,37,"634,104,500","99,106","379,355,500","57,468",멜로/로맨스,12세이상관람가,독립/예술영화
1312,무방비도시,이상기,쌈지아이비젼영상사업단,,CJ ENM,2008-01-10,개봉영화,장편,한국,336,"10,591,349,944","1,613,728","3,030,958,444","440,111",범죄,15세이상관람가,일반영화
1313,미스트,프랭크 다라본트,,데이지엔터테인먼트,"영화사청어람(주),(주)엠엔에프씨",2008-01-10,개봉영화,장편,미국,197,"3,404,297,000","524,572","1,094,506,500","159,756",SF,15세이상관람가,일반영화
1314,붕대클럽,츠츠미 유키히코,,,프리비젼엔터테인먼트,2008-01-10,개봉영화,장편,일본,3,"7,838,000","1,221","5,910,000",860,드라마,15세이상관람가,일반영화
1315,써티 데이즈 오브 나이트,데이빗 슬레이드,,인터비스앤파트너스(주),㈜케이디미디어,2008-01-10,개봉영화,장편,미국,122,"623,841,500","93,191","244,311,000","34,592",공포(호러),청소년관람불가,일반영화
1316,우리 생애 최고의 순간,임순례,(주)엠케이픽처스,,(주)싸이더스,2008-01-10,개봉영화,장편,한국,418,"26,151,780,425","4,044,582","8,551,706,425","1,264,173",드라마,전체관람가,일반영화
1317,테이크 더 리드,리즈 프리들랜더,,(주)미로비젼,(주)미로비젼,2008-01-10,개봉영화,장편,미국,1,"695,000",126,"447,000",64,드라마,12세이상관람가,일반영화
1318,아스라이,김삼력,"(주)싸이더스,동국대학교",,㈜인디스토리,2008-01-11,개봉영화,장편,한국,1,"2,304,500",373,"1,706,500",272,드라마,12세이상관람가,일반영화
1319,굿 럭 척,마크 헬프리치,카쯔 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-01-17,개봉영화,장편,미국,1,"8,028,000","1,614","8,028,000","1,614",멜로/로맨스,청소년관람불가,일반영화
1320,뜨거운 것이 좋아,권칠인,(주)시네마서비스,,(주)시네마서비스,2008-01-17,개봉영화,장편,한국,256,"3,790,235,833","590,409","1,344,619,833","202,830",드라마,15세이상관람가,일반영화
1321,비트 더 드럼,데이빗 힉슨,,(주)유레카픽쳐스,(주)유레카픽쳐스,2008-01-17,개봉영화,장편,미국,1,"1,020,000",161,"1,020,000",161,드라마,12세이상관람가,일반영화
1322,스위니 토드 : 어느 잔혹한 이발사 이야기,팀 버튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2008-01-17,개봉영화,장편,미국,246,"4,761,820,000","704,058","2,320,324,000","331,508",뮤지컬,청소년관람불가,일반영화
1323,어린 왕자,최종현,"(주)앤알커뮤니케이션,(주)피플앤픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2008-01-17,개봉영화,장편,한국,181,"493,292,500","84,015","121,782,500","19,329",드라마,12세이상관람가,일반영화
1324,에이리언 VS 프레데터2,"콜린 스트라우스,그레그 스트라우스",,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2008-01-17,개봉영화,장편,미국,158,"1,869,409,000","291,685","498,102,500","74,971",SF,15세이상관람가,일반영화
1325,퍼,스티븐 세인버그,,(주)미로비젼,(주)미로비젼,2008-01-17,개봉영화,장편,미국,1,"17,194,500","2,492","16,456,500","2,343",드라마,청소년관람불가,독립/예술영화
1326,굿나잇,제이크 팰트로,,시네마밸리,시네마밸리,2008-01-24,개봉영화,장편,미국,5,"37,319,570","5,263","30,901,000","4,458",코미디,15세이상관람가,일반영화
1327,드라마/맥스,제라도 나란조,,미디어소프트,미디어소프트,2008-01-24,개봉영화,장편,멕시코,1,"1,931,000",287,"1,931,000",287,드라마,청소년관람불가,독립/예술영화
1328,에반게리온 : 서(序),"안노 히데아키,츠루마키 카즈야,마샤유키",,(주)태원엔터테인먼트,(주)태원엔터테인먼트,2008-01-24,개봉영화,장편,일본,19,"490,698,000","74,242","285,943,000","41,686",애니메이션,12세이상관람가,일반영화
1329,엔젤,프랑수아 오종,,(주)스폰지이엔티,(주)스폰지이엔티,2008-01-24,개봉영화,장편,벨기에,7,"23,473,000","3,525","19,787,000","2,924",드라마,15세이상관람가,독립/예술영화
1330,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,,㈜메가박스,(주)쇼박스,2008-01-24,개봉영화,장편,독일,191,"1,791,623,000","312,640","442,443,000","74,672",애니메이션,전체관람가,일반영화
1331,클로버필드,맷 리브스,,CJ ENM,CJ ENM,2008-01-24,개봉영화,장편,미국,281,"3,730,650,667","562,764","1,438,500,667","206,661",SF,15세이상관람가,일반영화
1332,호기심이 고양이를 죽인다,장 이바이,,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2008-01-24,개봉영화,장편,중국,5,"7,585,000","1,141","2,886,000",408,스릴러,청소년관람불가,일반영화
1333,대정전의 밤에,미나모토 타카시,,(주)프리미어엔터테인먼트,(주)프리미어엔터테인먼트,2008-01-29,개봉영화,장편,일본,1,"8,000",2,"8,000",2,드라마,전체관람가,일반영화
1334,더 게임,윤인호,(주)프라임엔터테인먼트,,,2008-01-30,개봉영화,장편,한국,339,"9,869,346,557","1,496,214","3,151,455,557","453,937",스릴러,15세이상관람가,일반영화
1335,명장,진가신,,"(주)스폰지이엔티,미디어소프트","롯데쇼핑㈜롯데엔터테인먼트,미디어소프트",2008-01-30,개봉영화,장편,중국,236,"2,559,950,500","385,841","819,307,000","116,731",액션,청소년관람불가,일반영화
1336,내 사랑 유리에,고은기,예민한 감성의 공격적 딸기나무,,(주)액티버스엔터테인먼트,2008-01-31,개봉영화,장편,한국,1,"1,354,500",209,"1,354,500",209,드라마,청소년관람불가,독립/예술영화
1337,라듸오 데이즈,하기호,(주)싸이더스,,(주)싸이더스,2008-01-31,개봉영화,장편,한국,254,"1,405,676,000","214,946","562,068,500","82,637",코미디,12세이상관람가,일반영화
1338,브릭,리안 존슨,,(주)영화사 진진,(주)영화사 진진,2008-01-31,개봉영화,장편,미국,4,"27,939,000","4,093","20,381,000","2,938",미스터리,15세이상관람가,독립/예술영화
1339,슈퍼맨이었던 사나이,정윤철,CJ ENM,,CJ ENM,2008-01-31,개봉영화,장편,한국,388,"3,688,309,333","559,705","1,183,671,833","173,173",드라마,전체관람가,일반영화
1340,원스어폰어타임,정용기,윈엔터테인먼트,,(유)씨에이치엔터테인먼트,2008-01-31,개봉영화,장편,한국,315,"10,180,143,111","1,562,486","2,842,247,111","413,874",액션,12세이상관람가,일반영화
1341,행복한 엠마 행복한 돼지 그리고 남자,스벤 타딕켄,,㈜세종커뮤니케이션스,㈜세종커뮤니케이션스,2008-01-31,개봉영화,장편,독일,3,"60,670,000","8,705","56,975,000","8,089",멜로/로맨스,청소년관람불가,독립/예술영화
1342,마지막 선물,김영준,(주)태원엔터테인먼트,,(주)쇼박스,2008-02-05,개봉영화,장편,한국,263,"1,748,517,833","272,890","446,771,333","69,286",드라마,15세이상관람가,일반영화
1343,크레이지,장 마크 발레,,위드시네마,위드시네마,2008-02-05,개봉영화,장편,캐나다,2,"8,199,000","1,272","7,092,000","1,035",코미디,15세이상관람가,독립/예술영화
1344,6년째 연애중,박현진,(주)피카소필름,,(주)스튜디오210,2008-02-05,개봉영화,장편,한국,327,"7,460,438,000","1,123,294","2,369,716,000","338,423",멜로/로맨스,15세이상관람가,일반영화
1345,빨간 풍선,허우 샤오시엔,,(주)스폰지이엔티,(주)스폰지이엔티,2008-02-06,개봉영화,장편,프랑스,4,"31,787,500","4,724","28,728,500","4,200",가족,12세이상관람가,독립/예술영화
1346,찰리윌슨의 전쟁,마이크 니콜스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-02-06,개봉영화,장편,미국,150,"1,138,316,611","173,263","485,977,611","71,543",코미디,15세이상관람가,일반영화
1347,요코하마 메리,나카무라 다카유키,,(주)이모션픽처스,(주)이모션픽처스,2008-02-07,개봉영화,장편,일본,1,"3,514,000",535,"3,514,000",535,다큐멘터리,15세이상관람가,독립/예술영화
1348,"대한이, 민국씨",최진원,(주)퍼니필름,,롯데쇼핑㈜롯데엔터테인먼트,2008-02-14,개봉영화,장편,한국,174,"1,192,710,500","212,854","243,088,500","42,542",코미디,15세이상관람가,일반영화
1349,매뉴얼 오브 러브,지오바니 베로네시,,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2008-02-14,개봉영화,장편,이탈리아,8,"34,462,500","5,036","27,885,000","4,015",멜로/로맨스,청소년관람불가,일반영화
1350,스파이더위크가의 비밀,마크 S. 워터스,,CJ ENM,CJ ENM,2008-02-14,개봉영화,장편,미국,172,"4,151,259,500","682,525","1,289,418,500","202,462",어드벤처,전체관람가,일반영화
1351,아름답다,전재홍,"(주)김기덕 필름,스폰지",,"(주)스폰지이엔티,스폰지",2008-02-14,개봉영화,장편,한국,5,"9,951,500","1,612","8,003,000","1,222",드라마,청소년관람불가,일반영화
1352,어크로스 더 유니버스,줄리 테이머,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-02-14,개봉영화,장편,미국,4,"142,189,500","20,259","139,635,500","19,843",멜로/로맨스,15세이상관람가,일반영화
1353,오퍼나지: 비밀의계단,후안 안토니오 바요나,,"찬란,(주)유레카픽쳐스","(주)팝엔터테인먼트,(주)프라임엔터테인먼트,(주)유레카픽쳐스",2008-02-14,개봉영화,장편,스페인,168,"1,132,095,000","175,588","447,712,500","65,604",드라마,15세이상관람가,일반영화
1354,잠수종과 나비,줄리언 슈나벨,,"(주)영화사 진진,(주)유레카픽쳐스","(주)영화사 진진,(주)유레카픽쳐스",2008-02-14,개봉영화,장편,미국,12,"174,328,500","25,538","150,088,000","21,821",드라마,12세이상관람가,독립/예술영화
1355,점퍼,더그 라이만,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2008-02-14,개봉영화,장편,미국,353,"10,999,769,000","1,685,405","3,677,476,000","535,228",SF,15세이상관람가,일반영화
1356,추격자,나홍진,(주)영화사비단길,,(주)쇼박스,2008-02-14,개봉영화,장편,한국,435,"33,943,278,500","5,071,619","11,611,882,500","1,662,668",범죄,청소년관람불가,일반영화
1357,"화성아이, 지구아빠",메노 메이제스,뉴라인 시네마,유니코리아문예투자(주),씨제이 씨지브이(CJ CGV)(주),2008-02-14,개봉영화,장편,미국,16,"128,656,500","19,856","55,286,000","8,309",코미디,전체관람가,일반영화
1358,나비두더지,서명수,㈜인디유니온,,㈜인디스토리,2008-02-21,개봉영화,장편,한국,1,"746,500",112,"722,500",107,드라마,15세이상관람가,독립/예술영화
1359,노인을 위한 나라는 없다,"조엘 코엔,에단 코엔","파라마운트 밴티지,미라맥스 필름즈","주식회사 해리슨앤컴퍼니,CJ ENM","주식회사 해리슨앤컴퍼니,CJ ENM",2008-02-21,개봉영화,장편,미국,16,"435,417,500","64,078","290,986,000","41,856",스릴러,청소년관람불가,독립/예술영화
1360,데스노트 L: 새로운 시작,나카타 히데오,,"(주)엔케이컨텐츠,(주)스폰지이엔티","(주)엔케이컨텐츠,(유)씨에이치엔터테인먼트",2008-02-21,개봉영화,장편,일본,243,"2,174,665,500","358,046","546,124,000","84,691",스릴러,15세이상관람가,일반영화
1361,보딩 게이트,올리비에 아사야스,,라인트리엔터테인먼트,라인트리엔터테인먼트,2008-02-21,개봉영화,장편,프랑스,1,"518,000",79,"518,000",79,스릴러,청소년관람불가,일반영화
1362,아주르와 아스마르,미셸 오슬로,,폴인씨네마,폴인씨네마,2008-02-21,개봉영화,장편,프랑스,14,"56,605,000","9,939","40,354,000","6,906",가족,전체관람가,일반영화
1363,어톤먼트,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-02-21,개봉영화,장편,미국,132,"1,361,527,833","209,673","688,748,333","103,281",멜로/로맨스,15세이상관람가,일반영화
1364,주노,제이슨 라이트맨,,(주)미로비젼,(주)미로비젼,2008-02-21,개봉영화,장편,미국,168,"436,273,333","69,011","190,033,333","28,461",드라마,12세이상관람가,독립/예술영화
1365,3:10 투 유마,제임스 맨골드,,(유)마스엔터테인먼트코리아,(주)시네마서비스,2008-02-21,개봉영화,장편,미국,142,"306,807,833","48,284","95,270,333","14,290",범죄,15세이상관람가,일반영화
1366,내부순환선,조은희,그린 핀치 픽쳐스,,㈜인디스토리,2008-02-22,개봉영화,장편,한국,1,"2,216,500",342,"2,167,500",334,드라마,청소년관람불가,독립/예술영화
1367,람보 4 : 라스트 블러드,실베스터 스탤론,,(주)토마스엔터프라이즈,(주)스튜디오이쩜영,2008-02-28,개봉영화,장편,미국,196,"696,504,500","108,473","182,233,000","26,990",액션,청소년관람불가,일반영화
1368,리벤지45,게리 레논,,(주)코랄픽쳐스,(주)코랄픽쳐스,2008-02-28,개봉영화,장편,미국,1,"382,000",56,"298,000",44,드라마,청소년관람불가,일반영화
1369,바보,김정권,(주)와이어투와이어필름,,CJ ENM,2008-02-28,개봉영화,장편,한국,263,"6,301,818,833","974,554","1,908,720,333","279,453",드라마,12세이상관람가,일반영화
1370,밤과 낮,홍상수,(주)영화사봄,,(주)스폰지이엔티,2008-02-28,개봉영화,장편,한국,18,"94,755,757","13,940","24,704,500","9,892",드라마,청소년관람불가,독립/예술영화
