■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
9544,누나를 사랑한 동생,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,일본,1,"96,000",16,0,0,성인물(에로),청소년관람불가,일반영화
9545,몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,개봉영화,장편,스페인,349,"686,273,900","87,841","299,085,800","36,865",판타지,12세이상관람가,독립/예술영화
9546,베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-09-14,개봉영화,장편,영국,778,"6,688,509,214","821,419","2,396,693,714","284,626",액션,15세이상관람가,일반영화
9547,부니베어: 나무 도둑의 습격,정량,,예지림엔터테인먼트,예지림엔터테인먼트,2017-09-14,개봉영화,장편,중국,245,"129,228,400","19,267","19,555,800","2,415",애니메이션,전체관람가,독립/예술영화
9548,사월의 끝,김광복,코라필름,,(주)무빙픽쳐스컴퍼니,2017-09-14,개봉영화,장편,한국,6,"3,389,900",519,"2,081,900",257,미스터리,청소년관람불가,독립/예술영화
9549,섹스트립,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-09-14,개봉영화,장편,미국,1,"300,000",60,"300,000",60,코미디,청소년관람불가,일반영화
9550,수어사이드 쇼,지안카를로 에스포지토,,주식회사 레드아이스,주식회사 레드아이스,2017-09-14,개봉영화,장편,미국,5,"103,000",45,"12,000",6,드라마,청소년관람불가,독립/예술영화
9551,스파이 게임,마이클 앱티드,,와이즈앤와이드엔터테인먼트(주),메가박스중앙(주)플러스엠,2017-09-14,개봉영화,장편,영국,203,"122,840,172","15,986","55,357,172","6,990",액션,15세이상관람가,일반영화
9552,승풍파랑,한한,,(주)선익필름,(주)선익필름,2017-09-14,개봉영화,장편,홍콩,5,"1,973,000",394,"550,000",110,코미디,15세이상관람가,독립/예술영화
9553,시인의 사랑,김양희,"(주)영화사진,(주)미인픽쳐스",,CGV아트하우스,2017-09-14,개봉영화,장편,한국,119,"97,464,900","12,547","59,196,400","7,243",드라마,15세이상관람가,독립/예술영화
9554,아내의 불륜고백,긴 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,일본,1,"150,000",25,0,0,성인물(에로),청소년관람불가,일반영화
9555,아메리칸 메이드,더그 라이만,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-09-14,개봉영화,장편,미국,691,"3,175,539,145","401,541","932,267,045","114,257",범죄,15세이상관람가,일반영화
9556,여배우는 오늘도,문소리,(주)영화사 연두,,(주)메타플레이,2017-09-14,개봉영화,장편,한국,46,"137,010,300","16,646","100,364,500","11,662",드라마,15세이상관람가,독립/예술영화
9557,윈드 리버,테일러 쉐리던,,(주)유로커뮤니케이션,"(주)다자인소프트,(주)유로커뮤니케이션",2017-09-14,개봉영화,장편,미국,330,"391,358,700","50,783","159,742,100","20,211",액션,15세이상관람가,독립/예술영화
9558,음란한 거유 새엄마,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,일본,1,"24,000",4,0,0,성인물(에로),청소년관람불가,일반영화
9559,"좋아해, 너를",이마이즈미 리키야,,(주)디오시네마,(주)디오시네마,2017-09-14,개봉영화,장편,일본,101,"265,102,800","30,714","133,168,800","14,983",드라마,12세이상관람가,독립/예술영화
9560,처음엔 다 그래,박선재,컨버전스티비,,컨버전스티비,2017-09-14,개봉영화,장편,한국,16,"950,000",176,"616,000",123,,청소년관람불가,일반영화
9561,초능력자 제레미,데니스 호,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,미국,1,"30,000",5,0,0,드라마,15세이상관람가,독립/예술영화
9562,킹 아서: 엑스칼리버의 부활,안토니 스미스,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-09-14,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,15세이상관람가,일반영화
9563,퍼스트 킹 왕의 탄생,필립 토드,,주식회사 풍경소리,주식회사 풍경소리,2017-09-14,개봉영화,장편,영국,5,"54,000",22,"4,000",2,판타지,15세이상관람가,독립/예술영화
9564,풍만한 육체간호,하마니시 히카리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,일본,1,"216,000",36,0,0,성인물(에로),청소년관람불가,일반영화
9565,해결사,아칸 사타예브,,(주)케이알씨지,(주)케이알씨지,2017-09-14,개봉영화,장편,카자흐스탄,5,"71,000",31,"8,000",4,액션,15세이상관람가,독립/예술영화
9566,오르가즘 레슨 페티쉬편,타카하라 히데카즈,,(주)에스와이미디어,(주)에스와이미디어,2017-09-15,개봉영화,장편,일본,1,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
9567,오르가즘 레슨 하드코어편,타카하라 히데카즈,,(주)에스와이미디어,(주)에스와이미디어,2017-09-15,개봉영화,장편,일본,1,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
9568,3분 파트너-무삭제,박주영,스마일컨텐츠,,스마일컨텐츠,2017-09-15,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9569,더 라스트: 최후의 날,존 클레인,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-16,개봉영화,장편,미국,1,"2,000",1,"2,000",1,스릴러,청소년관람불가,일반영화
9570,데몬: 악령의 저주,란드 보슬러,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-16,개봉영화,장편,캐나다,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화
9571,리얼다큐 섹스실전강좌,타카하라 히데카즈,,(주)에스와이미디어,(주)에스와이미디어,2017-09-16,개봉영화,장편,일본,1,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
9572,가라데로 죽여라,미츠타케 쿠란도,,위드 라이언 픽쳐스,위드 라이언 픽쳐스,2017-09-18,개봉영화,장편,일본,1,"10,000",2,0,0,액션,청소년관람불가,일반영화
9573,두근두근,노진수,(주)플랜오십일,,(주)플랜오십일,2017-09-18,개봉영화,장편,한국,21,"992,000",187,"611,000",123,멜로/로맨스,청소년관람불가,일반영화
9574,동창회의 목적 2,성우진,영화사 인연,,영화사 인연,2017-09-19,개봉영화,장편,한국,20,"2,263,000",444,"542,000",109,멜로/로맨스,청소년관람불가,일반영화
9575,빨간치마의 단지처-육식계,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9576,식탁에서 유혹하는 유부녀들,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9577,착한 형수 : 뜨거운 유혹,이상민,(주)영화사가을,,(주)영화사가을,2017-09-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9578,친구엄마 : 그녀의 밤기술,이상민,(주)영화사가을,,(주)영화사가을,2017-09-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9579,관음:아내의 꽃잎,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9580,망자의 지정석,요코야마 카즈히로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),15세이상관람가,일반영화
9581,비밀섹스:굶주린 아내의 일탈,타카하시 오사무,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9582,야한여친,박범수,(주)케이알씨지,,(주)케이알씨지,2017-09-20,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
9583,왜곡:저주받은 공간,다이치로 나츠메,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
9584,침묵살인,나단 엠브로시오니,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2017-09-20,개봉영화,장편,프랑스,1,"250,000",50,"250,000",50,스릴러,15세이상관람가,일반영화
9585,가루지기: 변강쇠 더 비기닝 - 무삭제판,정진호,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017-09-21,개봉영화,장편,한국,20,"1,002,000",181,"664,000",125,멜로/로맨스,청소년관람불가,일반영화
9586,고양이 케디,제다 토룬,,찬란,찬란,2017-09-21,개봉영화,장편,미국,32,"55,759,600","7,082","40,878,200","5,023",다큐멘터리,전체관람가,독립/예술영화
9587,"괜찮아요, 미스터 브래드",마이크 화이트,,(주)누리픽쳐스,"(주)영화사 진진,(주)누리픽쳐스",2017-09-21,개봉영화,장편,미국,135,"134,945,900","17,691","90,564,500","11,720",드라마,12세이상관람가,독립/예술영화
9588,교주전: 천공의 눈,양뢰,,주식회사 풍경소리,주식회사 풍경소리,2017-09-21,개봉영화,장편,중국,1,"1,119,000",212,"1,083,000",200,판타지,15세이상관람가,독립/예술영화
9589,내 삼촌의 여자 무삭제판,김민식,(주)영화사가을,,(주)영화사가을,2017-09-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9590,데이빗 린치: 아트 라이프,"존 구옌,릭 반즈,올리비아 니르고르-홀름",,(주)에스와이코마드,(주)에스와이코마드,2017-09-21,개봉영화,장편,미국,15,"10,266,700","1,257","8,180,500",949,다큐멘터리,15세이상관람가,독립/예술영화
9591,뱀파이어 그녀들,빅토르 마텔라노,,C2 미디어,C2 미디어,2017-09-21,개봉영화,장편,스페인,1,"200,000",40,0,0,공포(호러),청소년관람불가,일반영화
9592,빌로우 허,에이프릴 뮬렌,,(주)엔케이컨텐츠,(주)디스테이션,2017-09-21,개봉영화,장편,캐나다,65,"41,539,900","5,056","24,369,000","2,896",드라마,청소년관람불가,독립/예술영화
9593,시아버지와 두 며느리 무삭제판,김민식,(주)영화사가을,,(주)영화사가을,2017-09-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9594,신몽키킹: 여인천국,메이 천,,(주)케이알씨지,(주)케이알씨지,2017-09-21,개봉영화,장편,중국,5,"128,000",56,"24,000",12,판타지,15세이상관람가,독립/예술영화
9595,신어우동,김태수,너바나 필름,,(주)컨텐츠 빌리지,2017-09-21,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9596,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","25,532,214,986","3,280,243","6,409,220,686","796,658",코미디,12세이상관람가,일반영화
9597,어 퍼펙트 데이,페르난도 레온 데 아라노아,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2017-09-21,개봉영화,장편,스페인,76,"73,150,400","10,488","47,288,400","6,500",드라마,15세이상관람가,독립/예술영화
9598,엄마친구 딸 무삭제판,김민식,(주)영화사가을,,(주)영화사가을,2017-09-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9599,여선생,김대성,(주)영화사히트,,(주)영화사히트,2017-09-21,개봉영화,장편,한국,20,"1,212,000",230,"811,000",163,코미디,청소년관람불가,일반영화
9600,욕정에 무너진 새엄마,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-21,개봉영화,장편,일본,1,"60,000",10,0,0,성인물(에로),청소년관람불가,일반영화
9601,윈드 리버: 감독판,테일러 쉐리던,,(주)유로커뮤니케이션,"(주)다자인소프트,(주)유로커뮤니케이션",2017-09-21,개봉영화,장편,미국,9,"26,691,300","3,458","14,555,300","1,931",스릴러,청소년관람불가,독립/예술영화
9602,육체로 따낸 계약,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-21,개봉영화,장편,일본,1,"36,000",6,0,0,성인물(에로),청소년관람불가,일반영화
9603,이웃집 스타,김성욱,(주)컬처캡코리아,,(주)스톰픽쳐스코리아,2017-09-21,개봉영화,장편,한국,256,"78,213,300","10,854","19,512,300","2,377",코미디,12세이상관람가,일반영화
9604,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-09-21,개봉영화,장편,스페인,232,"758,162,200","94,281","367,271,800","44,659",범죄,15세이상관람가,독립/예술영화
9605,잃어버린 도시 Z,제임스 그레이,,(주)메인타이틀픽쳐스,(주)영화사 빅,2017-09-21,개봉영화,장편,미국,398,"362,053,440","47,088","107,823,340","13,303",액션,12세이상관람가,독립/예술영화
9606,정사-두자매,박주영,스마일컨텐츠,,스마일컨텐츠,2017-09-21,개봉영화,장편,한국,15,"721,000",123,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
9607,출장마사지사 꼬시기,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-21,개봉영화,장편,일본,1,"18,000",3,0,0,성인물(에로),청소년관람불가,일반영화
9608,치어 댄스,카와이 하야토,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2017-09-21,개봉영화,장편,일본,64,"16,060,500","2,186","9,700,300","1,223",코미디,전체관람가,독립/예술영화
9609,케이지 다이브,제럴드 라시오나토,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2017-09-21,개봉영화,장편,호주,22,"8,268,000",994,"6,698,000",775,드라마,15세이상관람가,독립/예술영화
9610,콜 오브 듀티: 라스트 워,알렉산다르 이비치크,,주식회사 루믹스미디어,주식회사 루믹스미디어,2017-09-21,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
9611,투 이즈 어 패밀리,위고 젤랭,,(주)퍼스트런,글뫼 주식회사,2017-09-21,개봉영화,장편,프랑스,128,"67,847,500","8,779","24,269,700","2,976",코미디,12세이상관람가,독립/예술영화
9612,현상금 사냥꾼,안소니 오브라이언,,(유)조이앤시네마,(유)조이앤시네마,2017-09-21,개봉영화,장편,미국,5,"67,000",27,"6,000",3,서부극(웨스턴),청소년관람불가,독립/예술영화
9613,현장법사: 서유기의 시작,곽건기,,(유)조이앤시네마,(유)조이앤시네마,2017-09-21,개봉영화,장편,중국,5,"64,000",27,"10,000",5,어드벤처,15세이상관람가,독립/예술영화
9614,시간을 달려서,니콜 반 킬스돈크,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2017-09-22,개봉영화,장편,네덜란드,1,"250,000",50,"250,000",50,코미디,15세이상관람가,일반영화
9615,볼케이노 2017,제임스 콘델릭,,(주)케이알씨지,(주)케이알씨지,2017-09-25,개봉영화,장편,미국,1,"3,000",1,0,0,SF,15세이상관람가,일반영화
9616,내 삼촌의 아내: 내 여자가 되던 날 (무삭제),이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-09-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9617,만화가게 아줌마: 손님이 없던 날 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-09-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9618,오르가즘 마사지,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-26,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9619,육체영업의 꽃,모치나가 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-26,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9620,친구엄마: 젊은 장모를 탐하다 (무삭제),이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-09-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9621,폴리캅,조 헨린,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-26,개봉영화,장편,미국,1,"2,000",1,0,0,드라마,전체관람가,일반영화
9622,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-09-27,개봉영화,장편,일본,486,"1,581,375,300","215,203","302,166,700","39,494",애니메이션,전체관람가,일반영화
9623,내 동생의 아내 2,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9624,다시 태어나도 우리,"문창용,전진","소나무필름,(주)프로섬",,(주)엣나인필름,2017-09-27,개봉영화,장편,한국,118,"291,521,943","37,449","199,073,143","24,398",다큐멘터리,전체관람가,독립/예술영화
9625,땐뽀걸즈,이승문,KBS,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2017-09-27,개봉영화,장편,한국,16,"55,402,300","6,957","44,293,800","5,095",다큐멘터리,12세이상관람가,독립/예술영화
9626,분장,남연우,이야기秀CUT,,무브먼트,2017-09-27,개봉영화,장편,한국,17,"20,242,300","2,737","15,855,500","2,017",드라마,15세이상관람가,독립/예술영화
9627,우리의 20세기,마이크 밀스,,그린나래미디어(주),그린나래미디어(주),2017-09-27,개봉영화,장편,미국,98,"287,148,600","35,296","198,335,400","23,503",드라마,15세이상관람가,독립/예술영화
9628,인생을 애니메이션처럼,로저 로스 윌리엄스,,판씨네마(주),판씨네마(주),2017-09-27,개봉영화,장편,미국,49,"24,952,800","3,372","16,072,000","2,110",다큐멘터리,전체관람가,독립/예술영화
9629,킹스맨: 골든 서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-09-27,개봉영화,장편,미국,"1,687","40,987,484,736","4,945,484","12,306,638,886","1,419,759",액션,청소년관람불가,일반영화
9630,더 킬러,라몬 테르멘스,,(주)케이알씨지,(주)케이알씨지,2017-09-28,개봉영화,장편,스페인,5,"72,000",30,"12,000",6,스릴러,청소년관람불가,독립/예술영화
9631,동거:친구의 여자친구,안금성,윤스,,즐감,2017-09-28,개봉영화,장편,한국,20,"752,000",128,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
9632,두 커플의 정사,산토 루시아,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-28,개봉영화,장편,일본,1,"24,000",4,0,0,성인물(에로),청소년관람불가,일반영화
9633,레고 닌자고 무비,찰리 빈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-28,개봉영화,장편,미국,459,"1,149,394,400","154,966","292,991,400","37,758",애니메이션,전체관람가,일반영화
9634,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,개봉영화,장편,미국,135,"441,475,500","62,454","109,518,000","14,532",애니메이션,전체관람가,일반영화
9635,몽키킹 VS 구미호 대결전,메이 천,,(주)케이알씨지,(주)케이알씨지,2017-09-28,개봉영화,장편,중국,5,"107,000",45,"18,000",9,액션,15세이상관람가,독립/예술영화
9636,스노우 비스트,브라이언 브로우,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-28,개봉영화,장편,미국,0,"2,000",1,0,0,공포(호러),15세이상관람가,일반영화
9637,야쿠자의 섹스 상,이토 히데히로,,(주)무빙픽쳐스컴퍼니,(주)무빙픽쳐스컴퍼니,2017-09-28,개봉영화,장편,일본,1,"84,000",14,0,0,범죄,청소년관람불가,일반영화
9638,야쿠자의 섹스 하,이토 히데히로,,(주)무빙픽쳐스컴퍼니,(주)무빙픽쳐스컴퍼니,2017-09-28,개봉영화,장편,일본,1,"24,000",4,0,0,범죄,청소년관람불가,일반영화
9639,여대생의 오일마사지,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-28,개봉영화,장편,일본,1,"24,000",4,0,0,성인물(에로),청소년관람불가,일반영화
9640,작은 엄마,이리단,(주)영화사 사계절,,(주)영화사 사계절,2017-09-28,개봉영화,장편,한국,20,"824,000",139,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
9641,작쩐,삼도,,(주)케이알씨지,(주)케이알씨지,2017-09-28,개봉영화,장편,중국,5,"89,000",37,"14,000",7,액션,15세이상관람가,독립/예술영화
9642,키드냅 시티,필립 로드리게즈,,(주)케이알씨지,(주)케이알씨지,2017-09-28,개봉영화,장편,캐나다,5,"83,000",34,"16,000",8,드라마,15세이상관람가,독립/예술영화
9643,텔미 하우 아이 다이,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-09-28,개봉영화,장편,미국,1,"300,000",60,"300,000",60,스릴러,15세이상관람가,일반영화
9644,해피 버스데이,요시다 야스히로,,(주)티캐스트,(주)티캐스트,2017-09-28,개봉영화,장편,일본,81,"82,839,300","10,408","54,672,700","6,472",드라마,전체관람가,독립/예술영화
9645,보이카: 언디스퓨티드 파이널,토도 채프카노브,,(주)케이알씨지,(주)케이알씨지,2017-09-29,개봉영화,장편,불가리아,1,"2,000",1,0,0,액션,청소년관람불가,일반영화
9646,단란한 가족: 너무 하고싶어요,무라야마 쿄스케,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9647,아내의 마사지:터져버린 샘물,카신 아츠코,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9648,시니어 재즈 밴드,미야타케 유이,,(주)에이앤비픽쳐스,(주)에이앤비픽쳐스,2017-10-01,개봉영화,장편,일본,1,"644,000",322,"644,000",322,드라마,12세이상관람가,일반영화
9649,가부키쵸 육체 마사지,카타오카 나루오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9650,누드모델 리사와 오빠,카와이 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9651,로봇 사용설명서,"탈 골드버그,갈 젤레즈니악",,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,이스라엘,1,"6,000",1,0,0,액션,15세이상관람가,독립/예술영화
9652,아내를 빌려준 날,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9653,욕정 가정부의 엉덩이,타케호라 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9654,이사온 부부스와핑,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9655,남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992","3,829,891","7,375,553,392","889,444",사극,15세이상관람가,일반영화
9656,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,개봉영화,장편,한국,526,"3,038,945,100","407,727","513,530,500","66,475",애니메이션,전체관람가,일반영화
9657,딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,2017-10-03,개봉영화,장편,스페인,441,"1,746,940,500","226,933","349,568,900","43,492",애니메이션,전체관람가,독립/예술영화
9658,매직울프,"안드레이 갈랏,막심 볼코브",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-10-03,개봉영화,장편,러시아,168,"199,069,400","25,556","34,496,200","4,360",애니메이션,전체관람가,독립/예술영화
9659,미스 유 올레디,캐서린 하드윅,,(주)영화사오원,(주)디스테이션,2017-10-03,개봉영화,장편,영국,73,"33,207,200","4,499","12,269,500","1,551",드라마,15세이상관람가,독립/예술영화
9660,범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,개봉영화,장편,한국,"1,315","56,077,813,249","6,851,297","14,046,905,449","1,670,254",범죄,청소년관람불가,일반영화
9661,어메이징 메리,마크 웹,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-10-04,개봉영화,장편,미국,61,"272,826,500","33,901","148,059,200","18,198",드라마,12세이상관람가,독립/예술영화
9662,악녀: 더 킬러,,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"2,000",1,0,0,액션,15세이상관람가,일반영화
9663,인크레더블 스파이더,티보 타카스,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"2,000",1,"2,000",1,SF,15세이상관람가,일반영화
9664,폭력의 근원,티모시 우드워드 주니어,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"3,000",1,0,0,범죄,청소년관람불가,일반영화
9665,예브게니 오네긴,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2017-10-07,개봉영화,장편,미국,9,"23,618,500","1,038","15,775,500",707,공연,전체관람가,일반영화
9666,라 보엠,지안드레아 노세다,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2017-10-08,개봉영화,장편,독일,11,"23,071,000",968,"13,978,500",587,공연,전체관람가,일반영화
9667,인휴먼즈,로엘 르네,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-11,개봉영화,장편,미국,4,"170,000",17,"100,000",10,액션,12세이상관람가,일반영화
9668,거유를 끼워라,쿠니자와 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-12,개봉영화,장편,일본,1,"12,000",2,0,0,성인물(에로),청소년관람불가,일반영화
9669,"나는 내일, 어제의 너와 만난다",미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,2017-10-12,개봉영화,장편,일본,206,"1,344,639,400","175,519","450,954,600","58,106",멜로/로맨스,12세이상관람가,독립/예술영화
9670,나의 엔젤,해리 클레븐,,(주)퍼스트런,CGV아트하우스,2017-10-12,개봉영화,장편,프랑스,91,"65,573,000","8,721","35,151,000","4,452",멜로/로맨스,청소년관람불가,독립/예술영화
9671,네시 앤 미,짐 위노스키,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-12,개봉영화,장편,미국,1,"2,000",1,0,0,드라마,전체관람가,일반영화
